"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Close Date","Opportunity Owner","Lead Source Category"
"Duckfoot Brewing Co","Duckfoot Brewing Co.","Q2-2021","","Commercial Velocity - New Business","111.00","1000","111.0000000000","","5/1/2021","Pat Kreidler","Outbound"
"Freeman Spogli & Co.","Brooklinen","Q2-2021","","Private Equity - Diligence","1.00","15000","1.0000000000","","5/4/2021","Pierre Le Veaux","Channel Partner"
"Organi Brands","Organi Brands","Q2-2021","","Private Equity - Diligence","1.00","7500","1.0000000000","","5/4/2021","Pierre Le Veaux","Channel Partner"
"Recipe for Tmrw","Above Foods / Recipe for Tomorrow","Q2-2021","","Brand Strategy - New Business","232.00","23912","232.0000000000","","5/28/2021","Sara Brooks","Inbound"
"Thuan Hoang","Asana","Q2-2021","","Commercial Velocity - New Business","29.00","2352","29.0000000000","","5/11/2021","Universal Sales Rep","Inbound"
"Nexa","Nexa","Q2-2021","","Commercial Velocity - New Business","36.00","10510","36.0000000000","","5/15/2021","Universal Sales Rep","Outbound"
"ZSupply","Z Supply 2021","Q2-2021","","Commercial Velocity - New Business","93.00","23887","93.0000000000","","5/13/2021","Universal Sales Rep","Outbound"
"JUST","Just Water","Q2-2021","","Commercial Velocity - New Business","72.00","10000","72.0000000000","","5/15/2021","Zac Kyle","Channel Partner"
"MD Bio","MD Bio","Q2-2021","","Commercial Velocity - New Business","120.00","7584","120.0000000000","","5/7/2021","Zac Kyle","Channel Partner"
"McRoberts Technologies","McRoberts Technologies-","Q2-2021","","Commercial Velocity - New Business","43.00","0","43.0000000000","","5/15/2021","Zac Kyle","Inbound"
"ofafit.com","One For All Fitness-","Q2-2021","","Commercial Velocity - New Business","33.00","0","33.0000000000","","5/1/2021","Zac Kyle","Outbound"
"Humboldt Distillery","Humboldt Distillery-","Q2-2021","","Commercial Velocity - New Business","43.00","5500","43.0000000000","","5/1/2021","Zac Kyle","Outbound"
"Ripped Up Nutrition","Ripped Up Nutrition-","Q2-2021","","Commercial Velocity - New Business","44.00","1000","44.0000000000","","5/15/2021","Zac Kyle","Outbound"
"NITRO Beverage Co.","NITRO Beverage Co.-","Q2-2021","","Commercial Velocity - New Business","45.00","10000","45.0000000000","","5/15/2021","Zac Kyle","Outbound"
"Healthcare Website - Joel Saban","Healthcare Website - Joel Saban-","Q2-2021","","Commercial Velocity - New Business","47.00","65000","47.0000000000","","5/15/2021","Zac Kyle","Outbound"
"Cesarina Pasta","Cesarina Pasta","Q2-2021","","Commercial Velocity - New Business","48.00","42998","48.0000000000","","5/3/2021","Zac Kyle","Outbound"
"John Elliott","John Elliott-","Q2-2021","","Commercial Velocity - New Business","52.00","9000","52.0000000000","","5/31/2021","Zac Kyle","Outbound"
"Choose Health","Choose Health","Q2-2021","","Commercial Velocity - New Business","64.00","12500","64.0000000000","","5/1/2021","Zac Kyle","Outbound"
"Kusar Court Reporters","Kusar Court Reporters","Q2-2021","","Commercial Velocity - New Business","78.00","0","78.0000000000","","5/15/2021","Zac Kyle","Outbound"
"Besa","Besa","Q2-2021","","Commercial Velocity - New Business","91.00","1000","91.0000000000","","5/28/2021","Zac Kyle","Outbound"
"Good Planet Foods","Good Planet Foods - Paid Social, Search, PR","Q2-2021","","Brand Strategy - New Business","-2.00","17199","0.0000000000","","6/15/2021","Alexa Engelhart","Channel Partner"
"Jenzy","Jenzy-","Q2-2021","","Commercial Velocity - New Business","24.00","23012","24.0000000000","","6/30/2021","Alex Serna","Channel Partner"
"FreshRealm","FreshRealm-","Q2-2021","","Commercial Velocity - New Business","79.00","0","79.0000000000","","6/30/2021","Alex Serna","Channel Partner"
"PEGAI","PEGAI, LLC-","Q2-2021","","Commercial Velocity - New Business","54.00","5000","54.0000000000","","6/30/2021","Alex Serna","Inbound"
"Welcome to the Jungle ?esko","Welcome To The Jungle-","Q2-2021","","Commercial Velocity - New Business","64.00","7500","64.0000000000","","6/30/2021","Alex Serna","Inbound"
"Aureum Collective","Aureum","Q2-2021","","Commercial Velocity - New Business","54.00","10000","54.0000000000","","6/1/2021","Alex Serna","Outbound"
"DELOCE","DELOCE-","Q2-2021","","Commercial Velocity - New Business","89.00","1000","89.0000000000","","6/30/2021","Alex Serna","Outbound"
"PRIORI Adaptive Skincare","Priori Skincare","Q2-2021","","Commercial Velocity - New Business","105.00","1000","105.0000000000","","6/1/2021","Alex Serna","Outbound"
"Inner Traditions International","Inner Traditions * Bear & Company-","Q2-2021","","Commercial Velocity - New Business","37.00","1000","37.0000000000","","6/30/2021","Ben Rogers","Channel Partner"
"Reggie","Reggie-","Q2-2021","","Commercial Velocity - New Business","58.00","1000","58.0000000000","","6/30/2021","Ben Rogers","Channel Partner"
"E-Cloth Inc.","E Cloth-","Q2-2021","","Commercial Velocity - New Business","64.00","1000","64.0000000000","","6/30/2021","Ben Rogers","Channel Partner"
"GuineaDad","GuineaDad-","Q2-2021","","Commercial Velocity - New Business","33.00","20000","33.0000000000","","6/9/2021","Ben Rogers","Inbound"
"Still Novel","Still Novel, Inc-","Q2-2021","","Commercial Velocity - New Business","34.00","18055","34.0000000000","","6/16/2021","Ben Rogers","Inbound"
"iStrap","iStrap-","Q2-2021","","Commercial Velocity - New Business","37.00","10000","37.0000000000","","6/30/2021","Ben Rogers","Inbound"
"CaptainEco","Captain Eco-","Q2-2021","","Commercial Velocity - New Business","42.00","20000","42.0000000000","","6/30/2021","Ben Rogers","Inbound"
"SELF/ish","SELF/ish-","Q2-2021","","Commercial Velocity - New Business","43.00","0","43.0000000000","","6/30/2021","Ben Rogers","Inbound"
"Dropkey","Dropkey-","Q2-2021","","Commercial Velocity - New Business","43.00","0","43.0000000000","","6/30/2021","Ben Rogers","Inbound"
"Beast & Buckle","Beast & Buckle-","Q2-2021","","Commercial Velocity - New Business","49.00","8500","49.0000000000","","6/1/2021","Ben Rogers","Inbound"
"Oilseed Works Inc.","Synchronicity Hemp Oil-","Q2-2021","","Commercial Velocity - New Business","49.00","5000","49.0000000000","","6/30/2021","Ben Rogers","Inbound"
"Fulament","Fulament LLC-","Q2-2021","","Commercial Velocity - New Business","55.00","10000","55.0000000000","","6/1/2021","Ben Rogers","Inbound"
"Sundae School","Sundae School-","Q2-2021","","Commercial Velocity - New Business","56.00","7500","56.0000000000","","6/30/2021","Ben Rogers","Inbound"
"The Living Desert","The Living Desert Zoo and Gardens-","Q2-2021","","Commercial Velocity - New Business","61.00","1000","61.0000000000","","6/30/2021","Ben Rogers","Inbound"
"GoProducts, LLC","LUXE Bidet-","Q2-2021","","Commercial Velocity - New Business","61.00","0","61.0000000000","","6/30/2021","Ben Rogers","Inbound"
"LBE Design","LBE Design-","Q2-2021","","Commercial Velocity - New Business","64.00","10000","64.0000000000","","6/30/2021","Ben Rogers","Inbound"
"Blueyellow, LLC","March and Ash","Q2-2021","","Commercial Velocity - New Business","65.00","9413","65.0000000000","","6/14/2021","Ben Rogers","Inbound"
"Cornbread Hemp","Cornbread Hemp-","Q2-2021","","Commercial Velocity - New Business","74.00","1000","74.0000000000","","6/30/2021","Ben Rogers","Inbound"
"Little Fox Design, LLC","Little Fox Design, LLC-","Q2-2021","","Commercial Velocity - New Business","81.00","0","81.0000000000","","6/30/2021","Ben Rogers","Inbound"
"KOVO Essentials Skincare","KOVO Essentials-","Q2-2021","","Commercial Velocity - New Business","6.00","1000","6.0000000000","","6/21/2021","Ben Rogers","Outbound"
"Bimble Beverages","Bimble-","Q2-2021","","Commercial Velocity - New Business","29.00","1000","29.0000000000","","6/30/2021","Ben Rogers","Outbound"
"Bombtech Golf","Bombtech Golf-","Q2-2021","","Commercial Velocity - New Business","37.00","1000","37.0000000000","","6/30/2021","Ben Rogers","Outbound"
"Dumpling House Media","Weedfeed-","Q2-2021","","Commercial Velocity - New Business","41.00","2000","41.0000000000","","6/30/2021","Ben Rogers","Outbound"
"QOR 360","QOR 360-","Q2-2021","","Commercial Velocity - New Business","47.00","1000","47.0000000000","","6/30/2021","Ben Rogers","Outbound"
"Potli","Polti-","Q2-2021","","Commercial Velocity - New Business","49.00","1000","49.0000000000","","6/18/2021","Ben Rogers","Outbound"
"Thuma Co","Thuma Co-","Q2-2021","","Commercial Velocity - New Business","50.00","1000","50.0000000000","","6/18/2021","Ben Rogers","Outbound"
"Beliv","Beliv","Q2-2021","","Commercial Velocity - New Business","70.00","1000","70.0000000000","","6/1/2021","Ben Rogers","Outbound"
"Body Restore Inc","Body Restore-","Q2-2021","","Commercial Velocity - New Business","73.00","1000","73.0000000000","","6/30/2021","Ben Rogers","Outbound"
"Bimble Beverages","Bimble-","Q2-2021","","Commercial Velocity - New Business","81.00","1000","81.0000000000","","6/30/2021","Ben Rogers","Outbound"
"DRNXMYTH","DRNXMYTH-","Q2-2021","","Commercial Velocity - New Business","119.00","7076","119.0000000000","","6/30/2021","Ben Rogers","Outbound"
"IB Pet","IB Pet-","Q2-2021","","Commercial Velocity - New Business","65.00","0","65.0000000000","","6/30/2021","Brittany Arnold","Channel Partner"
"Goddess Garden","Goddess Garden-","Q2-2021","","Commercial Velocity - New Business","72.00","0","72.0000000000","","6/30/2021","Brittany Arnold","Channel Partner"
"Hanging Secrets","Hanging Secrets-","Q2-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","6/30/2021","Brittany Arnold","Channel Partner"
"Adelia Skincare","Adelia LLC-","Q2-2021","","Commercial Velocity - New Business","35.00","5000","35.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Bold Living Design","Bold Living Design-","Q2-2021","","Commercial Velocity - New Business","42.00","5000","42.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Sparkee","Sparkee-","Q2-2021","","Commercial Velocity - New Business","49.00","2000","49.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"MindBar LLC","MindBar-","Q2-2021","","Commercial Velocity - New Business","54.00","0","54.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Playstories","Playstories-","Q2-2021","","Commercial Velocity - New Business","61.00","11227","61.0000000000","","6/14/2021","Brittany Arnold","Inbound"
"World Beauty Shop? Canada","World Beauty Shop? Canada-","Q2-2021","","Commercial Velocity - New Business","62.00","0","62.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Michael Todd Beauty","Michael Todd Beauty-","Q2-2021","","Commercial Velocity - New Business","70.00","0","70.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"System Four, LC","System Four, LC-","Q2-2021","","Commercial Velocity - New Business","72.00","0","72.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Veracity Window & Door","Infinity from Marvin-","Q2-2021","","Commercial Velocity - New Business","72.00","0","72.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Ohla! Foods","Ohla! Foods-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"SmartExoticSpices","SmartExoticSpices-","Q2-2021","","Commercial Velocity - New Business","83.00","0","83.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Letique","Letique Cosmetics Company-","Q2-2021","","Commercial Velocity - New Business","83.00","0","83.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Glass Box","Glass Box-","Q2-2021","","Commercial Velocity - New Business","85.00","0","85.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"The20","The20-","Q2-2021","","Commercial Velocity - New Business","85.00","0","85.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Leigh Winters","Leigh Winters Beauty","Q2-2021","","Commercial Velocity - New Business","91.00","19050","91.0000000000","","6/11/2021","Brittany Arnold","Inbound"
"Fromm Pro","Fromm Pro","Q2-2021","","Commercial Velocity - New Business","532.00","6500","532.0000000000","","6/30/2021","Brittany Arnold","Inbound"
"Vitaclean","Vita Clean-","Q2-2021","","Commercial Velocity - New Business","34.00","5000","34.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Fromm International","Fromm Beauty-","Q2-2021","","Commercial Velocity - New Business","42.00","2000","42.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"LITTLE WORDS PROJECT","Little Words Project-","Q2-2021","","Commercial Velocity - New Business","49.00","2000","49.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"OneSkin","OneSkin-","Q2-2021","","Commercial Velocity - New Business","50.00","0","50.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"8 Faces Beauty","8 Faces Beauty-","Q2-2021","","Commercial Velocity - New Business","50.00","5000","50.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"BEMER Group USA","Bemer Group-","Q2-2021","","Commercial Velocity - New Business","55.00","22414","55.0000000000","","6/7/2021","Brittany Arnold","Outbound"
"Averr Aglow Skincare","Averr Aglow Skincare-","Q2-2021","","Commercial Velocity - New Business","58.00","94053","58.0000000000","","6/24/2021","Brittany Arnold","Outbound"
"Estella","Estella NYC-","Q2-2021","","Commercial Velocity - New Business","58.00","0","58.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Next Gear Solutions","Next Gear Solutions-","Q2-2021","","Commercial Velocity - New Business","60.00","64239","60.0000000000","","6/8/2021","Brittany Arnold","Outbound"
"LEUS Towels","LEUS Towels-","Q2-2021","","Commercial Velocity - New Business","72.00","0","72.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Tulane","Tulane-","Q2-2021","","Commercial Velocity - New Business","80.00","0","80.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"May Flowers Wellness","May Flowers Wellness-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Aviv","Aviv-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Maui Island Secret","Maui Island Secret-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"La Diva Beauty","La Diva Beauty-","Q2-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Finesse US","Finesse US-","Q2-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","6/30/2021","Brittany Arnold","Outbound"
"Kiramoon","Kiramoon","Q2-2021","","Commercial Velocity - New Business","110.00","5000","110.0000000000","","6/1/2021","Brittany Arnold","Outbound"
"heal.me","heal.me","Q2-2021","","Strategic Accounts - New Business","-1.00","4655","0.0000000000","","6/10/2021","Corey Eulas","Channel Partner"
"Juicy Platters","Juicy!","Q2-2021","","Strategic Accounts - New Business","25.00","7937","25.0000000000","","6/15/2021","Corey Eulas","Channel Partner"
"Talkspace","Talkspace","Q2-2021","","Strategic Accounts - New Business","74.00","52757","74.0000000000","","6/1/2021","Corey Eulas","Channel Partner"
"Quadpay Inc","Quadpay","Q2-2021","","Strategic Accounts - New Business","110.00","18620","110.0000000000","","6/7/2021","Corey Eulas","Channel Partner"
"Let'sActuallyGo","Let'sActuallyGo","Q2-2021","","Strategic Accounts - New Business","214.00","6000","214.0000000000","","6/15/2021","Corey Eulas","Channel Partner"
"Hippo","Hippo","Q2-2021","","Strategic Accounts - New Business","494.00","10000","494.0000000000","","6/1/2021","Corey Eulas","Channel Partner"
"Berxi","Berxi-","Q2-2021","","Strategic Accounts - New Business","43.00","30000","43.0000000000","","6/30/2021","Hannah Underhill","Channel Partner"
"Floatley","Floatley-","Q2-2021","","Commercial Velocity - New Business","56.00","10000","56.0000000000","","6/30/2021","Hannah Underhill","Channel Partner"
"Fifteen Twenty","Fifteen Twenty-","Q2-2021","","Private Equity - Marketing Deal","57.00","42663","57.0000000000","","6/30/2021","Hannah Underhill","Channel Partner"
"Neurogan","Neurogan-","Q2-2021","","Private Equity - Marketing Deal","23.00","1000","23.0000000000","","6/30/2021","Hannah Underhill","Outbound"
"Beckon Ice Cream","Beckon Ice Cream-","Q2-2021","","Commercial Velocity - New Business","44.00","1000","44.0000000000","","6/30/2021","Hannah Underhill","Outbound"
"Square (Ecommerce)","Square (Ecommerce)","Q2-2021","","Rapid Growth Brands - New Business","8.00","0","8.0000000000","","6/30/2021","Jake Mehani","Channel Partner"
"Karun","Karun World","Q2-2021","","Rapid Growth Brands - New Business","27.00","1000","27.0000000000","","6/30/2021","Jake Mehani","Channel Partner"
"N2N2","N2N2","Q2-2021","","Rapid Growth Brands - New Business","28.00","10000","28.0000000000","","6/30/2021","Jake Mehani","Channel Partner"
