"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Stage","Lead Source","Annual Revenue","Industry","Contact: Title","Close Date","Opportunity Owner","Lead Source Category"
"WTHN","WTHN","Q1-2021","","Brand Strategy - New Business","57.00","9555","57.0000000000","","Closed Lost","Covet - Website Lead","1000000","Health/Wellness","","1/15/2021","Kira Tirshfield","Inbound"
"Cirkul","Cirkul","Q1-2021","","Brand Strategy - New Business","60.00","14700","60.0000000000","","Closed Won","Covet - Website Lead","1000000","Food/Beverage","","1/1/2021","Kira Tirshfield","Inbound"
"White Oak Farm and Table","White Oak farm and Table","Q1-2021","","Brand Strategy - New Business","72.00","9800","72.0000000000","","Disqualified","Covet - Website Lead","10000000","Food/Beverage","","1/1/2021","Kira Tirshfield","Inbound"
"Bonafide","Bonafide","Q1-2021","","Brand Strategy - New Business","72.00","9555","72.0000000000","","Closed Lost","Covet - Website Lead","50000000","Health/Wellness","","1/31/2021","Kira Tirshfield","Inbound"
"Deux","Deux","Q1-2021","","Brand Strategy - New Business","80.00","4682","80.0000000000","","Closed Won","Covet - Website Lead","","","","1/22/2021","Kira Tirshfield","Inbound"
"Bellwether Coffee","Bellwether Coffee","Q1-2021","","Brand Strategy - New Business","84.00","14332","84.0000000000","","Closed Won","Covet - Website Lead","3000000","Food/Beverage","","1/18/2021","Kira Tirshfield","Inbound"
"Glacce","Glacce","Q1-2021","","Brand Strategy - New Business","90.00","9088","90.0000000000","","Disqualified","Covet - Website Lead","1000000","Health/Wellness","","1/31/2021","Kira Tirshfield","Inbound"
"Oceanside Health Products","Oceanside Health Products","Q1-2021","","Brand Strategy - New Business","98.00","9413","98.0000000000","","Disqualified","Covet - Website Lead","1000000000","Beauty","","1/15/2021","Kira Tirshfield","Inbound"
"Diageo, Inc","Seedlip","Q1-2021","","Brand Strategy - New Business","99.00","9413","99.0000000000","","Closed Lost","Covet - Website Lead","1000000000","Food/Beverage","","1/15/2021","Kira Tirshfield","Inbound"
"Ello Products","Ello Products","Q1-2021","","Brand Strategy - New Business","100.00","9413","100.0000000000","","Disqualified","Covet - Website Lead","","","","1/1/2021","Kira Tirshfield","Inbound"
"Beekeepers Naturals Inc","Beekeeper's Natural","Q1-2021","","Brand Strategy - New Business","113.00","9413","113.0000000000","","Disqualified","Covet - Website Lead","1000000","Health, Wellness and Fitness","","1/15/2021","Kira Tirshfield","Inbound"
"Finless Foods Inc","Finless Foods","Q1-2021","","Brand Strategy - New Business","130.00","9413","130.0000000000","","Closed Lost","Covet - Website Lead","1000000","","","1/31/2021","Kira Tirshfield","Inbound"
"Taste It Wines","In Good Taste","Q1-2021","","Brand Strategy - New Business","144.00","7024","144.0000000000","","Disqualified","Covet - Website Lead","1000000","","","1/15/2021","Kira Tirshfield","Inbound"
"Owls Brew","Owl's Brew","Q1-2021","","Brand Strategy - New Business","-6.00","7500","0.0000000000","","Closed Won","Employee Referral","10000000","Food/Beverage","","1/1/2021","Kira Tirshfield","Outbound"
"Awkward Essentials","Awkward Essentials","Q1-2021","","Brand Strategy - New Business","2.00","14237","2.0000000000","","Closed Won","Employee Referral","","","","1/15/2021","Kira Tirshfield","Outbound"
"Heluxo","Heluxo","Q1-2021","","Rapid Growth Brands - New Business","1.00","1000","1.0000000000","","Disqualified","Website","","","","1/8/2021","Matt Levitt","Inbound"
"Jumpcode Genomics","Jumpcode Genomics","Q1-2021","","Commercial Velocity - New Business","34.00","5000","34.0000000000","","Disqualified","Website","","","","1/21/2021","Matt Levitt","Inbound"
"D-Mak Productions","D-MAK Productions","Q1-2021","","Commercial Velocity - New Business","36.00","5000","36.0000000000","","Disqualified","Website","1000000","Media Production","","1/7/2021","Matt Levitt","Inbound"
"Dappr Digital","Dappr Digital","Q1-2021","","Commercial Velocity - New Business","91.00","5000","91.0000000000","","Disqualified","Website","","","","1/13/2021","Matt Levitt","Inbound"
"Moss.earth","Moss","Q1-2021","","Commercial Velocity - New Business","67.00","6000","67.0000000000","","Disqualified","Employee Referral","","","","1/11/2021","Matt Levitt","Outbound"
"OtterBox","Otter","Q1-2021","","Commercial Velocity - New Business","5.00","5000","5.0000000000","","SDR Nurture","Referral Partner","650000000","Manufacturing","","1/15/2021","Pat Kreidler","Channel Partner"
"Herbaly","Herbaly-","Q1-2021","","Commercial Velocity - New Business","6.00","7355","6.0000000000","","Closed Won","Referral Partner","","Food/Beverage","","1/21/2021","Pat Kreidler","Channel Partner"
"Pure Ratios Holdings, Inc.","Pure Ratios","Q1-2021","","Commercial Velocity - New Business","41.00","30000","41.0000000000","","Closed Lost","Referral Partner","","","","1/20/2021","Pat Kreidler","Channel Partner"
"The Jel Sert Company","JelSert - PureKick","Q1-2021","","Commercial Velocity - New Business","42.00","9555","42.0000000000","","Closed Lost","Referral Partner","300000000","Food & Beverages","","1/15/2021","Pat Kreidler","Channel Partner"
"Nade Hot Sauce","Nade","Q1-2021","","Commercial Velocity - New Business","48.00","1000","48.0000000000","","Disqualified","Current Client","","","","1/1/2021","Pat Kreidler","Channel Partner"
"Projekt202","Projekt202","Q1-2021","","Commercial Velocity - New Business","165.00","16643","573.0000000000","","On Hold","Current Client","50000000","Computer Software","","1/1/2021","Pat Kreidler","Channel Partner"
"ERA Athletica","ERA Athletica","Q1-2021","","Commercial Velocity - New Business","30.00","15000","424.0000000000","","On Hold","Website","","","","1/15/2021","Pat Kreidler","Inbound"
"Clarus","Clarus","Q1-2021","","Commercial Velocity - New Business","44.00","6688","44.0000000000","","Closed Won","Website","50000000","","","1/21/2021","Pat Kreidler","Inbound"
"Fresh Clean Tees","Fresh Clean Tees","Q1-2021","","Commercial Velocity - New Business","46.00","4333","46.0000000000","","Closed Lost","Website","","","","1/29/2021","Pat Kreidler","Inbound"
"Printivity","Printivity","Q1-2021","","Commercial Velocity - New Business","47.00","5500","47.0000000000","","Closed Lost","Website","","","","1/1/2021","Pat Kreidler","Inbound"
"PRR Program","PRR Program","Q1-2021","","Commercial Velocity - New Business","155.00","7500","155.0000000000","","Closed Lost","Website","1000000","Hospital & Health Care","","1/15/2021","Pat Kreidler","Inbound"
"Brooklyn Brewing","Brooklyn Brewing","Q1-2021","","Commercial Velocity - New Business","57.00","4000","57.0000000000","","Closed Lost","Employee Referral","","","","1/1/2021","Pat Kreidler","Outbound"
"Hoffmann Sausages","Hoffmann Sausages","Q1-2021","","Commercial Velocity - New Business","70.00","1000","478.0000000000","","On Hold","Employee Referral","","","","1/1/2021","Pat Kreidler","Outbound"
"The Jel Sert Company","SLIQ (Marketing Retainer)","Q1-2021","","Commercial Velocity - New Business","83.00","3894","83.0000000000","","Closed Won","Employee Referral","300000000","Food & Beverages","","1/28/2021","Pat Kreidler","Outbound"
"Snacklins","Snacklins - Creative Opportunity","Q1-2021","","Commercial Velocity - New Business","135.00","3500","543.0000000000","","On Hold","Employee Referral","","","","1/1/2021","Pat Kreidler","Outbound"
"Los Angeles Chargers","Los Angeles Chargers","Q1-2021","","Commercial Velocity - New Business","316.00","10000","724.0000000000","","On Hold","Employee Referral","","","","1/1/2021","Pat Kreidler","Outbound"
"prioritybicycles","Priority Bicycles","Q1-2021","","Private Equity - Diligence","3.00","13900","3.0000000000","","Closed Won","Outbound","5912000","Retail","","1/6/2021","Pierre Le Veaux","Outbound"
"Equate Media","Equate Media","Q1-2021","","Private Equity - Diligence","67.00","10000","67.0000000000","","Closed Lost","Employee Referral","50000000","Home Services","","1/1/2021","Pierre Le Veaux","Outbound"
"Windsor","Windsor","Q1-2021","","Private Equity - Diligence","67.00","10000","67.0000000000","","Closed Lost","Outbound","","Retail","","1/1/2021","Pierre Le Veaux","Outbound"
"IMB PARTNERS","IMB Partners nova/PR","Q1-2021","","Private Equity - Diligence","133.00","10000","133.0000000000","","Disqualified","Employee Referral","","","","1/1/2021","Pierre Le Veaux","Outbound"
"Grillo's Pickles","Grillo's Pickles","Q1-2021","","Brand Strategy - New Business","46.00","9800","46.0000000000","","Disqualified","Employee Referral","50000000","Food/Beverage","","1/31/2021","Sara Brooks","Outbound"
"CrownPeak Inc.","Crownpeak","Q1-2021","","Commercial Velocity - New Business","140.00","18000","140.0000000000","","Closed Lost","Referral Partner","50000000","Computer Software","","1/21/2021","Universal Sales Rep","Channel Partner"
"Active","Active","Q1-2021","","Commercial Velocity - New Business","156.00","9000","156.0000000000","","Closed Lost","Current Client","","","","1/13/2021","Universal Sales Rep","Channel Partner"
"Accomplishment Coaching","Accomplishment Coaching Website Round 2","Q1-2021","","Commercial Velocity - New Business","18.00","34556","18.0000000000","","Closed Won","Website","1000000","Professional Training & Coaching","","1/25/2021","Universal Sales Rep","Inbound"
"INRIX","INRIX","Q1-2021","","Commercial Velocity - New Business","72.00","55000","72.0000000000","","Closed Lost","Website","","Software/Technology","","1/22/2021","Universal Sales Rep","Inbound"
"Design and Direct Source","Design and Direct Source","Q1-2021","","Commercial Velocity - New Business","90.00","45496","90.0000000000","","Closed Lost","Website","1000000","Construction","","1/18/2021","Universal Sales Rep","Inbound"
"Ship Calm","Ship Calm-","Q1-2021","","Commercial Velocity - New Business","14.00","2389","14.0000000000","","Closed Won","Employee Referral","50000000","Software/Technology","President & CTO","1/22/2021","Universal Sales Rep","Outbound"
"Ignyte","Ignyte","Q1-2021","","Commercial Velocity - New Business","44.00","6000","44.0000000000","","Closed Lost","Employee Referral","","","","1/21/2021","Universal Sales Rep","Outbound"
"Zurich Tech Solutions","Zurich Tech Solutions","Q1-2021","","Commercial Velocity - New Business","147.00","6546","147.0000000000","","Closed Lost","Employee Referral","","","","1/7/2021","Universal Sales Rep","Outbound"
"Kimball International Inc","Kimball","Q1-2021","","Commercial Velocity - New Business","174.00","26610","174.0000000000","","Closed Won","Employee Referral","1000000000","Furniture","","1/11/2021","Universal Sales Rep","Outbound"
"DuroMax Power Equipment","DuroMax","Q1-2021","","Commercial Velocity - New Business","37.00","1000","37.0000000000","","Disqualified","Referral Partner","","","","1/1/2021","Zac Kyle","Channel Partner"
"DuroMax Power Equipment","DuroMax Video/Photo Shoot","Q1-2021","","Commercial Velocity - New Business","46.00","27631","46.0000000000","","Closed Won","Referral Partner","","","","1/19/2021","Zac Kyle","Channel Partner"
"Hauk Off-Road","Hauk Off-Road","Q1-2021","","Commercial Velocity - New Business","129.00","1000","129.0000000000","","Closed Lost","Referral Partner","","","","1/15/2021","Zac Kyle","Channel Partner"
"Furbit","Furbit","Q1-2021","","Commercial Velocity - New Business","56.00","1000","56.0000000000","","Disqualified","Website","","","","1/1/2021","Zac Kyle","Inbound"
"The Fairbanks Ranch","The Fairbanks Ranch","Q1-2021","","Commercial Velocity - New Business","106.00","50000","106.0000000000","","Closed Lost","Website","","","","1/1/2021","Zac Kyle","Inbound"
"Spark Advisors","Spark Advisors","Q1-2021","","Commercial Velocity - New Business","84.00","1000","84.0000000000","","Closed Lost","Employee Referral","","","","1/1/2021","Zac Kyle","Outbound"
"Tim McGarry","Tim McGarry","Q1-2021","","Commercial Velocity - New Business","2.00","2867","2.0000000000","","Closed Won","Referral Partner","","","","2/17/2021","Alex Serna","Channel Partner"
"BestGoPets.Com","BestGoPets.Com","Q1-2021","","Commercial Velocity - New Business","95.00","8500","95.0000000000","","SDR Nurture","Employee Referral","","","","2/22/2021","Alex Serna","Outbound"
"PINS Advantage","PINS Advantage","Q1-2021","","Commercial Velocity - New Business","199.00","5000","549.0000000000","","On Hold","Employee Referral","1000000","","","2/28/2021","Alex Serna","Outbound"
"ZENTS","ZENTS","Q1-2021","","Commercial Velocity - New Business","22.00","15000","22.0000000000","","AE Nurture","Referral Partner","1000000","Cosmetics","","2/26/2021","Ben Rogers","Channel Partner"
"Innovation Spirits","Aga Vie","Q1-2021","","Commercial Velocity - New Business","18.00","5000","18.0000000000","","Disqualified","Outbound","10000000","","","2/26/2021","Ben Rogers","Outbound"
"Down Etc","Down Etc-","Q1-2021","","Commercial Velocity - New Business","26.00","20000","26.0000000000","","Closed Lost","Outbound","","Home/Personal Products","Principal CEO","2/28/2021","Ben Rogers","Outbound"
"Refaire Skincare","Refaire Skincare-","Q1-2021","","Commercial Velocity - New Business","32.00","6500","32.0000000000","","Closed Lost","Referral Partner","","Beauty","","2/15/2021","Brittany Arnold","Channel Partner"
"Cleer Audio","Cleer Audio","Q1-2021","","Commercial Velocity - New Business","68.00","12899","68.0000000000","","Closed Won","Current Client","10000000","Software/Technology","","2/10/2021","Brittany Arnold","Channel Partner"
"abdy Lowy LLC","abdy Lowy LLC","Q1-2021","","Strategic Accounts - New Business","-1.00","13965","0.0000000000","","Closed Won","Referral Partner","","","","2/18/2021","Corey Eulas","Channel Partner"
"Cove Hill Partners","Covehill (202102)","Q1-2021","","Strategic Accounts - New Business","0.00","3584","0.0000000000","","Closed Won","Referral Partner","22140000","Investment Banking","","2/18/2021","Corey Eulas","Channel Partner"
"MesoWatch","MesoWatch","Q1-2021","","Strategic Accounts - New Business","21.00","15000","21.0000000000","","Closed Lost","Referral Partner","","","","2/15/2021","Corey Eulas","Channel Partner"
"getparallax","getparallax","Q1-2021","","Strategic Accounts - New Business","35.00","10000","35.0000000000","","Closed Lost","Referral Partner","","","","2/15/2021","Corey Eulas","Channel Partner"
"RxDefine","RXDEFINE","Q1-2021","","Strategic Accounts - New Business","81.00","1000","81.0000000000","","Closed Lost","Referral Partner","","","","2/1/2021","Corey Eulas","Channel Partner"
"Edward","Edwards","Q1-2021","","Strategic Accounts - New Business","87.00","1000","87.0000000000","","Closed Lost","Referral Partner","","","","2/1/2021","Corey Eulas","Channel Partner"
"Total Men?s Primary Care","Total Men?s Primary Care","Q1-2021","","Strategic Accounts - New Business","89.00","8000","89.0000000000","","Closed Lost","Referral Partner","","","","2/1/2021","Corey Eulas","Channel Partner"
"Vanguard Packaging Inc","VANGUARD PACKAGING","Q1-2021","","Strategic Accounts - New Business","94.00","17968","94.0000000000","","Closed Lost","Referral Partner","50000000","Packaging and Containers","","2/1/2021","Corey Eulas","Channel Partner"
"Life Extensions","Life Extension","Q1-2021","","Strategic Accounts - New Business","102.00","8953","102.0000000000","","Closed Won","Referral Partner","168784000","Health & Nutrition Products","","2/9/2021","Corey Eulas","Channel Partner"
"Home Advisor","Homeadvisor","Q1-2021","","Strategic Accounts - New Business","116.00","9310","116.0000000000","","Closed Won","Current Client","","","","2/16/2021","Corey Eulas","Channel Partner"
"High Radius","High Radius","Q1-2021","","Strategic Accounts - New Business","32.00","1000","32.0000000000","","Closed Lost","Website","","","","2/26/2021","Corey Eulas","Inbound"
"Gilda's Club","Gilda's Club-","Q1-2021","","Rapid Growth Brands - New Business","7.00","5000","7.0000000000","","Disqualified","Referral Partner","","Healthcare","","2/9/2021","Hannah Underhill","Channel Partner"
"Slab Mule","Slab Mule","Q1-2021","","Rapid Growth Brands - New Business","32.00","5000","32.0000000000","","Disqualified","SDR Outbound","","","","2/11/2021","Hannah Underhill","Outbound"
"Blade & Rose","Blade & Rose","Q1-2021","","Rapid Growth Brands - New Business","2.00","14332","2.0000000000","","Closed Won","Referral Partner","","Apparel","","2/10/2021","Jake Mehani","Channel Partner"
"Aura","Aura - Paid Social + Creative","Q1-2021","","Rapid Growth Brands - New Business","-14.00","15000","0.0000000000","","Closed Lost","Website","50000000","Computer Software","","2/17/2021","Jake Mehani","Inbound"
"Cerebral","Cerebral","Q1-2021","","Rapid Growth Brands - New Business","-4.00","14189","0.0000000000","","Closed Won","Website","","","","2/12/2021","Jake Mehani","Inbound"
"LaVie Lactation Massager","LaVie Mom","Q1-2021","","Rapid Growth Brands - New Business","-1.00","9316","0.0000000000","","Closed Won","Website","","Healthcare","","2/28/2021","Jake Mehani","Inbound"
